RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
3097,Turkey and Black Bean Stew,148316,- Carla -,120,60,180,1st Oct 2013,"This recipe is a little bit of work, but I think it's worth it for good food.  Serve with cooked rice and chopped scallions for garnish.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/97/picf43rnl.jpg']",Stew,"['1', '1', '1', '1/2', '1/2', '2', '2', '4', '4', '10', '2', '2', '1', 'NA', '3']","['dried black beans', 'onion', 'carrot', 'green bell pepper', 'red bell pepper', 'oregano', 'cumin', 'garlic', 'plum tomatoes', 'white wine vinegar', 'fresh basil']",186.1,2.3,0.6,25.6,198.6,23.8,4.8,4.4,17.7,8,NA,"['Place the beans in a large saucepan and cover with cold water.  Bring to a boil over medium-high heat.  Remove from the heat and set aside 1 hour.', 'Meanwhile, coat a non-stick Dutch oven with cooking spray.  Warm over medium high heat.  Add the onions, carrots, green peppers, sweet red peppers, oregano, cumin and garlic.', 'Reduce the heat to medium and cook, stirring, 4 to 6 minutes, or until the onions start to soften.  Remove the vegetables and set aside.', 'Drain and rinse the beans.  Add the beans to the Dutch oven.  Add the chicken or turkey stock.  Bring to a boil over medium-high heat.  Reduce the heat to medium-low.  Partially cover and simmer, stirring occasionally, for 1 1/2 hours, or until the beans are nearly tender.', 'Add the reserved vegetables and simmer for 30 minutes, or until the beans are tender.', 'Add the diced turkey, tomatoes, jalapeno peppers, vinegar, salt and freshly ground black pepper.  Simmer for 5 minutes, or until or until the turkey is cooked.  Remove from the heat and stir in the basil.  Let stand 5 minutes to allow the flavors to blend.  Enjoy!']"
3103,Chicken with Lemon Curry Sauce,148316,- Carla -,40,30,70,1st Oct 2012,"This dish is excellent served with Basmati rice since there will be a little extra sauce to spoon over the chicken and to flavor the rice nicely. This recipe is courtesy of the ""Spice of Life Cookbook"" by Treva Davis (no longer in print).","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/03/picBdVuEF.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/03/piccJ8ely.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/03/picnd6BGl.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/03/picjhoqH8.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/03/picmSYUsJ.jpg']",Curries,"['4', '1/3', '3', '2', '1', '2', '1/2', '1/2', '1/2', '2', '1', 'NA', '2']","['boneless chicken breasts', 'fresh lemon juice', 'white wine', 'curry powder', 'ground coriander', 'ground ginger', 'ground turmeric', 'onion', 'garlic', 'honey']",298.6,13.7,3.9,92.8,94.1,11.3,1,7,30.8,4,NA,"['Combine all ingredients, except chicken and honey, in a medium skillet. Mix thoroughly.', 'Place chicken in the pan and turn several times to coat. Cover and marinate for 30 minutes', 'Turn on heat and simmer for 25 minutes, turning chicken every 10 minutes.', 'Add honey, stir and cook for 10 minutes more, or until chicken is throughly cooked.', 'Serve along side Basmati rice and enjoy!']"
3110,Delicious Chicken Feet,35526,riffraff,90,5,95,5th Oct 2015,This is an adopted recipe that grabbed my heart.  Chicken feet can be found in most Asian markets for less than 50 cents a pound.  They work very well in stock too.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/10/nCZf5XVkRZOCrUwTLU4Y-20140216_135540-1-.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/3110/bRidPBniQ2GZNpBjFnt5_20170128_194455.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/3110/t0bzTS2Q3yH3PCjUtx4n_IMG_4265.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/10/picEd6ODn.jpg']",Chicken,"['12', '3', '2', '3', '3', '1', '1', 'NA', '1', '1/4', '1']","['chicken feet', 'dark soy sauce', 'rice wine', 'ginger', 'green onions', 'barbecue sauce', 'sugar', 'star anise', 'pepper', 'water']",126,0.2,0,0,3165.7,17.8,1.8,10.1,6.7,NA,1 batch,['Combine all ingredients and simmer for 1 1/2 hours.']
3120,White Sauce Seafood Lasagna,1704,HELEN PEAGRAM_40951,50,10,60,4th Oct 2009,Make and share this White Sauce Seafood Lasagna recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/20/YZ0OSLTg6aB4g2ajRwqQ_Christmas%202014%20007.JPG']",European,"['1/2', '1/2', '1/2', '2', '2', '2', '1/4', '1', '2', '1/2', '15', '1', '2/3', '2/3', '2/3', '1/3']","['butter', 'flour', 'salt', 'garlic', 'milk', 'chicken broth', 'pepper', 'basil', 'mozzarella cheese', 'green onion', 'cottage cheese', 'shrimp', 'bay scallop', 'dry white wine']",471.8,22.3,13.1,70.2,813.2,44.1,1.8,2.6,21.3,8,NA,"['Heat butter in a large saucepan over low heat until melted.', 'Add  garlic.', 'Stir in flour and salt. Cook,stirring constantly until  bubbly.', 'Remove from heat. Stir in milk, broth and white wine. Return  to stove and heat to boiling, stirring constantly.', 'Boil for 1 minute.  Add mozzarella cheese,onions, basil and pepper.', 'Cook over low heat  until cheese is melted, stirring constantly.', 'Spread about 1 1/2 cups  of the sauce in an ungreased 9X13 pan.', 'Top with UNCOOKED lasagna  noodles, overlapping as needed.', 'Spread the cottage cheese over the noodles.', 'Spread with another 1 1/2 cups of sauce and then top with another 5  lasagna noodles.', 'Spread seafood over this layer and top with another  1 1/2 cups of sauce. Cover with the last 5 lasagna noodles and top  with all of the remaining sauce. If desired, top with 1/2 cup grated  Parmesan cheese. Bake, uncovered at 350~F for 35 - 45 minutes or  until the noodles are tender.', 'Let stand for 15 minutes before  cutting.', 'Hope you love this as much as we do!!!']"
3121,Tiramisu - Olive Garden,1704,HELEN PEAGRAM_40951,0,0,0,4th Oct 2013,Make and share this Tiramisu - Olive Garden recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/21/d6iLyKgmSFGW8q7cviXB_T%204%20-%20final_2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/21/W1eeFOS5QyGJdoi2loKZ_T%205%20-%20final_3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/21/YFlJrtPGRxKFvDuFkb1Y_T%201%20-%20ingredients.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/21/8ouvi6eAQ2mbwooXYAfQ_T%202%20-%20process.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/21/sB44PGeYQIejMfB25B9w_T%203%20-%20final_1.jpg']",Dessert,"['1', '3', '3', '1 1/2', '1 1/2', 'NA']","['strong black coffee', 'instant espresso', 'rum', 'cream cheese', 'mascarpone', 'extra finely granulated sugar', 'powdered sugar', 'cocoa powder']",624,38.9,21.9,125,365.6,54.6,0,53.5,6.8,6,NA,"['Cut across the middle of the sponge cake to form two disks, about  1""-1-1/2"" thick, each.', 'Blend the coffee or espresso and liqueur together.', ""Sprinkle the bottom half of the cake with the coffee  liqueur blend, enough to flavor it strongly, but don't saturate the cake so much that it will collapse."", 'Mix the cream cheese or  mascarpone with the sugar and beat the cheese until the sugar is  completely dissolved and the cheese is light and spreadable.', 'Spread  the bottom half off the cake with half of the creamy cheese, in a  fairly thick layer.', 'Set the second half of the cake on the bottom  half and repeat the process ~ sprinkle the coffee/liqueur blend and  spread with the remaining cream cheese.', 'Put the cocoa powder into a  wire strainer and coat the top layer of cream cheese completely with  cocoa.', 'Refrigerate the cake for at least two hours before cutting and  serving.']"
3143,Orange and Lemon Schnitzel Rolls,1543,Doreen Randal,50,25,75,3rd Oct 2014,"I made this today and it tasted good, BUT I would use veal schnitzel instead of  beef.  Maybe the beef I used was from the very rear end of the schnitzel, the  meat was tough, but the innards were good :-)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/43/pickzSsms.jpg']",Meat,"['3', '2', '1', '1', '4', '2', '1', 'NA', '1', '1/2', '2']","['beef schnitzel', 'lemon, rind of', 'spring onions', 'salt', 'fresh black pepper', 'spice plum sauce', 'parsley']",577.4,5.5,1.1,0,2069.6,119.9,5.2,9.3,11.7,3,NA,"['Beat the schnitzel to an even thickness with a meat mallet.  Cut in half.', 'Put breadcrumbs in a bowl with the orange and lemon rind.', 'Slice spring onions finely.', 'Mix into breadcrumbs with orange juice, salt and pepper.', 'Divide the crumb mixture evenly between the schnitzel, place the stuffing down the middle.  Roll up the schnitzels like a parcel (secure with a tooth pick if required), and place side by side in a greased oven dish.', 'Mi x plum sauce and extra orange juice together and pour over the schnitzels.', 'Bake, covered, at 180 C for 40 minutes.', 'Uncover and bake a further 10 minutes.', 'Sprinkle parsley to serve. Just a note the plum sauce and orange juice heated together goes really well over fried sausages.', '(I had some leftover and tried it). Cheers,  Doreen Doreen Randal,  Wanganui.', 'New Zealand.']"
3154,Ginger Tea,1549,Dave5003,0,0,0,6th Oct 2015,Make and share this Ginger Tea recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/54/picp1ocfg.jpg']",Beverages,"['1', '1', '1 1/2', '1/2', '4']","['fresh ginger', 'whole black peppercorn', 'whole black cardamom seeds', 'clove', 'cinnamon sticks']",80.4,0.9,0.2,0,15.2,17.7,2.3,1.7,1.8,NA,1 batch,"['Put into pot wth a gallon of water.', 'Bring to boil, reduce heat and simmer for 1  hour.', 'Turn off heat, add two black teabags (yes, with caffeine, it is needed to  provide a catalyst for the other ingredients). Steep for ten minutes with the  tea, then remove teabags and continue steeping another 20 minutes.', 'Strain.', 'Add  water to bring volume back to one gallon.', 'Store in pitchers in refrigerator.', ""Can freeze portions that won't be used in a week."", 'To serve, for each cup of tea, add a few ounces of milk, rice dream or soy milk, heat up to almost boiling.', 'Note: it is important to add this last ingredient to coat the stomach  to protect from possible irritation from the pepper.', 'This recipe has the benefits of  improving circulation, reducing fever, calming digestion, stimulating the immune system, etc. Taken as a preventative, drastically reduces the incidence of  colds, in my personal experience']"
3157,Turkey Noodle Soup,1796,Frank Butcher,90,15,105,6th Oct 2015,With Thanksgiving close at hand (early October in Canada and late November in the United States) this simple recipe helps utilize the inevitable turkey leftovers. Enjoy!,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/57/picIPx3Cs.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/57/picBzjLYk.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/57/pic5A5BuN.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/57/picA1F0kh.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/57/picKAMQtY.jpg']",Poultry,"['5', '1', '1/2', '1', '7', '1', '1/4', '1', '1/2', '1', '1', '1', '4', '1/4', '1/4', 'NA']","['water', 'celery', 'celery leaves', 'onion', 'chicken bouillon cubes', 'salt', 'black pepper', 'bay leaf', 'fresh parsley', 'fresh peas', 'carrot', 'butter', 'margarine', 'flour', 'turkey carcass']",148.5,5.9,3.2,25.3,1488.2,19.9,2.7,3.3,4.5,10,5 quarts,"['In an eight quart kettle or Dutch oven place turkey bones, water -- down through to and including the bay leaf.', 'Heat to boiling; reduce heat, cover and simmer  for 1 hour.', 'Remove the bones to a platter and let c ool.', 'Add the parsley through to green beans.', 'Heat to boiling; reduce heat and simmer for 10 minutes.', 'Meanwhile, scrape meat from carcass and return meat to soup pot. Add liquid if  required.', 'Heat to boiling; add noodles and cook uncovered for 10 minutes.', 'Melt butter in a small frying pan; stir in flour.', 'Cook over low heat, stirring  constantly, until the flour browns.', 'Stir into boiling soup.', 'When the soup  returns to a boil; reduce heat and simmer for 5 minutes.', 'Serve hot in large  bowls - as if there were any other kind! - Enjoy.', 'Notes: I serve this with fresh French Bread and butter.', 'I have used yellow beans and a mixture of both.', 'Once I wound up using frozen mixed vegetables - and it  was still good.', 'On two makings, chicken was substituted for the turkey - and it  turned out well.', 'Hints on Herbs and Spices: To substitute dried herbs for fresh, use 1/3 tsp powdered or 1/2 tsp crushed for every Tbsp of fresh chopped herbs.', 'To test for dryness before packing (in case of drying f resh herbs for winter use) put a few sprigs or leaves in a tightly covered jar and watch for condensation.', 'Store herbs in tightly covered jars, away from heat. Add mint, oregano, basil and any other dried herbs to recipes at the end or near end of cooking time for a more pronounced flavour.', 'If you are enlarging recipes, spice to taste rather than to measure. When preparing cooked foods for freezing, it is advisable to under-season them with herbs or spices, then add more seasoning to taste when you reheat them and you will have the ultimate in flavour.']"
3160,Rose Petal Jam,1534,Tonkcats,0,0,0,6th Oct 2012,Make and share this Rose Petal Jam recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/60/picNNZIDU.jpg']",< 15 Mins,"['1', '3/4', '1', '2 1/2', '1', '3/4']","['water', 'sugar', 'water']",2108.1,0.3,0,0,116.1,548.4,4.4,500.2,0.3,NA,1 batch,"['Puree rose petals, 3/4 cup water and lemon juice in blender until smooth.', 'Slowly  add sugar.', 'Blend till all sugar has dissolved; (leave in blender) Stir 1  package pectin (ie. Sure Jell) into 3/4 cup water, bring to a boil, and boil  hard for 1 minute. Pour mixture into blender with rose petal mixture until well  blended.', 'Do this very quickly - it sets up FAST!! Pour into baby food jars.', 'Let set for 6 hours, till firm.', 'Will keep one month in refrigerator.', 'Freezes  well.', 'This next recipe was donated by Gina:  Rose Hip Jelly  8 cups of rose hips  6 cups of water  1 box of certo  1/2 cup lemon juice  5 cups of sugar  Boil the rose hips for 10 - 15 min.', 'until soft enough to crush.', 'Crush them  and squeeze through  cloth, to make juice. For every 4 cups of juice add one  box of certo and bring to a boil.', 'Add the 1/2 cup of lemon juice and 5 cups  of sugar (1/2 tsp. of marg to prevent foam).', 'Bring to a boil and boil hard  for 2 min.', 'Remove from heat and pour into sterilized jars and seal with caps  and rings.', 'The jelly has a wonderful flavor and is the consistency of liguid  honey.']"
3166,Chicken Parmesan Express,1535,Marg CaymanDesigns,20,0,20,6th Oct 2011,Make and share this Chicken Parmesan Express recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/7eX7IEklSuS1omhV2Lqs_Chicken%20Parmesan%20Express%203166%20-%20final%202.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/Y2ABJvahQeygiGouSqLB_Chicken%20Parmesan%20Express%203166%20-%20final%203.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/picC90riZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/01497540024.png', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/4vGoBKfuTnau1TFgemxZ-Chicken-Parmigiana1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/picHNE76U.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/pic5ZMiaT.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/picKUTxKJ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/picgMqUY3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/picRjusPG.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/picmFeWsZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/pic3J9ON6.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/66/pic05RUPa.jpg']",Chicken,"['1', '4', '1', '1/2', '3', '1', '1/2', '1', '1/4']","['angel hair pasta', 'boneless skinless chicken breast halves', 'egg', 'butter', 'margarine', 'mozzarella cheese', 'parmesan cheese', 'fresh parsley', 'basil sprig']",698.9,20,9.4,158.3,829.1,82.2,5,8.1,44.6,4,NA,"['Place the chicken between two sheets of heavy duty plastic wrap and flatten to about 1/4 inch thickness using a meat mallet or rolling pin.', 'Dip chicken in the egg and coat with breadcrumbs.', 'Melt butter in a large skillet over medium heat. Add the chicken and cook for 8 minutes on each side or until chicken is fork tender and no pink remains.', 'While chicken is cooking, bring water to a boil for pasta.', 'When chicken is cooked, pour spaghetti sauce into pan around chicken (but not covering it). Turn heat to low and heat sauce thoroughly.', 'Cook pasta according to package directions.', 'Place the angel hair on a serving platter, top with the chicken breasts.', 'Pour the sauce over chicken and sprinkle with the cheeses.', 'Garnish with the parsley or basil.']"
3167,Crispy Chicken,1535,Marg CaymanDesigns,35,15,50,6th Oct 2014,Make and share this Crispy Chicken recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/67/pichRwwP2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/67/picbuMA7x.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/67/picEG3l4H.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/67/piclxAGxc.jpg']",Chicken,"['1 1/2', '2', '1/2', '1/4', '1/4', '4']","['flour', 'seasoning salt', 'garlic powder', 'butter', 'boneless skinless chicken breasts']",416.8,14.6,8.1,167.4,335,12.1,0.2,1,55.7,4,NA,"['Dip 4 boneless chicken breasts in butter then roll in rest of ingredients.', 'Drizzle with remaining butter.', 'Bake uncovered 30-35 minutes at 375 degrees.', 'Can prepare earlier in day and refrigerate until ready to cook.', 'Note: do not use extra butter or the coating will be soggy, not crispy.']"
3168,Italian Chicken Breasts,1535,Marg CaymanDesigns,25,5,30,6th Oct 2013,Make and share this Italian Chicken Breasts recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/pico2ezfo.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picK9BAEp.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picQfgNQz.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picsxtyjL.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picIn2Ku7.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picOYsPwe.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picinxusv.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/68/picJuroXl.jpg']",Chicken Breast,"['1/2', '1/4', '1', '1', '1/4', '1/4', '1/4', '6', '2']","['Kraft 100% Parmesan Cheese', 'dried oregano leaves', 'parsley flakes', 'paprika', 'salt', 'black pepper', 'boneless skinless chicken breast halves', 'butter']",219,8,4.3,86,361.6,3.9,0.4,0.4,31.2,6,NA,"['HEAT oven to 400 Degrees F.', 'Spray 15x10x1-inch baking pan with no stick cooking spray.', 'MIX cheese, crumbs and seasonings.', 'Dip chicken in butter; coat with crumb mixture. Place in prepared pan.', 'BAKE 20 to 25 minutes or until cooked through.']"
3179,Fried Cornbread III,1809,Dale Goodman,0,0,0,7th Oct 2015,Make and share this Fried Cornbread III recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/79/picKIStrQ.jpg']",Breads,"['1', '2/3 - 3/4', '1', 'NA']","['buttermilk', 'egg', 'onion']",546.6,10.6,3,218.1,1763.7,94,8.2,8.2,21.8,NA,1 batch,"['I use a self rising cornmeal mix for this.', 'I use about 1 cup of cornmeal mix, about 2/3 to 3/4 cup of buttermilk, and 1 egg.', 'You can adjust the amount of milk depending on how thick or thin you would like them to be. And then you just fry them just like pancakes.', ""It's really simple. Also, sometimes my mom would add some chopped onion to these. Alicia Goodman""]"
3189,Walnut Brownie Cheesecake,59780,Pamela,70,25,95,6th Oct 2014,"This recipe is one of my Adoptees. After making it, I felt it needed something to perk it up a bit and Chocolate Fluff Icing recipe#81988 was a perfect addition. This cheesecake has a different texture than traditional cream cheese cheesecakes but delicious none the less. Enjoy!","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/89/picmp1Okl.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/89/picgTgm3F.jpg']",Cheesecake,"['1 1/4', '3', '4', '1 1/4', '1/3', '1/2', '1/4', '1', '1/4', '3', '1/2', 'NA']","['margarine', 'light ricotta cheese', 'light brown sugar', 'half-and-half', 'all-purpose flour', 'vanilla', 'salt', 'eggs', 'walnuts', ""confectioners' sugar""]",380.6,18.8,7.6,90.8,280.3,40.2,1.6,28.4,15.5,10,NA,"['Lightly grease sides of 8 or 9-inch springform pan.', 'Combine crust ingredients;  mix well.', 'Press  evenly over bottom of pan.', 'Chill while preparing filling.', 'In  bowl of electric mixer, combine Ricotta cheese, brown sugar, cocoa,  half-and-half, flour, vanilla and salt; beat until smooth.', 'Add eggs,  one at a  time; beat until smooth.', 'Stir in walnuts.', 'Pour batter over crust. Bake at 350 F  1 hour  and 10 minutes or until center is just set. Turn off oven; cool in oven  with  door propped open 30  minutes.', 'Remove to wire cooling rack; loosen cake  from rim of pan with metal spatula.', 'Cool  completely; chill at least 4 hours.', 'If desired, sift confectioners sugar over cheesecake immediately before serving, or ice with suggested icing and garnish with chocolate curls and whole walnuts.']"
3198,Empanadas de Honoro (Beef Turnovers),1796,Frank Butcher,0,0,0,8th Oct 2012,Make and share this Empanadas de Honoro (Beef Turnovers) recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/98/picofHsdh.jpg']",Meat,"['1', '1', '1', 'NA', 'NA', '4', '1', '1', '1', '1', '1 1/2', '1', '4', '2', '1', '1/2', '1/2', '1/2', '3', '20', '40']","['lean beef', 'lemon', 'lime', 'fresh oregano', 'chili powder', 'flour', 'baking powder', 'salt', 'egg', 'milk', 'shortening', 'onions', 'olive oil', 'paprika', 'chili powder', 'cumin', 'oregano', 'hard-boiled eggs', 'black olives', 'raisins']",690.4,39.2,10.5,169.4,348.3,61.5,4,4.5,24.2,8,NA,"['Marinate beef in a glass bowl with the juice of lemon and lime, 2-3 sprigs of  oregano and chili to taste for at least 4 hours, or overnight.  Sift flour with  baking powder and salt; beat eggs, warm the milk, melt the shortening and add.', 'Mix to make a stiff dough, cut into 20 pieces and roll each into a small circle. (Alternately, use frozen pastry.)  Chop (not grind) the meat. Chop the onions  and fry in the oil; mix in spices, salt to taste, and beef.', 'Saute until meat  turns grey.', 'Place a spoonful of mixture on each dough circle; add slices of  egg, olive and raisins.', 'Fold in two, brush edges with milk and seal.', 'Bake in a  400 degree F oven until lightly browned.']"
3220,Focaccia,123897,Vnut-Beyond Redempt,30,60,90,8th Oct 2012,Make and share this Focaccia recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/20/pic2c3zwP.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/20/pic2c3zwP.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/20/pic2c3zwP.jpg']",Breads,"['1', '1', '1', '3', '1/4', '2 1/2', 'NA', 'NA', 'NA']","['water', 'salt', 'olive oil', 'sugar', 'unbleached flour', 'sea salt', 'green olives', 'onion']",380.6,11,1.5,0,585.8,60.6,2.6,0.5,8.8,4,NA,"['Dissolve yeast in warm water with olive oil, 1 teaspoons salt, and sugar.', 'Stir in  the flour a little at a time; when you can no longer stir, turn the dough onto a  floured board and knead till the dough is smooth and elastic.', 'Place dough in  an oiled bowl and let rise till it has doubled in size, about 30-40 minutes.', 'Shape the dough into an oval 1/2 inch thick with a rolling pin.', 'Make decorative  cuts on the top of the loaf with a sharp knife. Place the loaf on an oiled  baking sheet, brush with olive oil, and sprinkle with coarse salt(also sprinkle  with optional chopped olives or chopped onions, if desired).Let rise 20  minutes.', 'Preheat oven to 450F degrees.', 'Bake loaf for 20-30 minutes, until bread  is nicely browned.', 'Serve hot from the oven.']"
